job_link,job_skills
https://uk.linkedin.com/jobs/view/service-advisor-at-perfect-placement-uk-3800299424,"Service Advisor, Service work, Service plans, Customer service, Motor Dealership Database Software, Job Cards, Invoices, Vehicle Records, Repair work, Inhouse computer systems"
https://www.linkedin.com/jobs/view/mro-lead-technician-at-total-aviation-staffing-3769472838,"Aerospace, Mechatronics, Aircraft, Component repair, Maintenance, Inspection, Test bench, Scope of work, Quoting, Documentation, Supervision, Cycle time management, Supervisor certification, Electromechanical repair experience, Test bench experience, Mechanical/electronic tooling experience, Electronics knowledge, Mechanics knowledge, Independent work, Industry standards compliance, Federal regulations compliance, Manufacturer's manual compliance, Communication skills, Assembly drawing reading, Component drawing reading, Report writing, ERP JD Edwards, Excel, Team spirit, Mentoring, High School Diploma or GED, Medical benefits, Dental benefits, 401K benefits, Disability benefits, Companyprovided Life Insurance"
https://www.linkedin.com/jobs/view/wellness-nurse-part-time-3p-11p-at-maplewood-at-weston-3798711514,"Medication administration, Direct care and service, Teaching and wellness counseling, Health promotion, Oversight of Certified Nursing Assistants, Training of associates and auditing of care, Registered Nurse, Licensed Practical Nurse, Enthusiastic, Dedicated, SelfStarter, Growth Opportunities, Ability to Make an Impact"
https://www.linkedin.com/jobs/view/graduate-nurse-depaul-hospital-at-ssm-health-3716027471,"Nursing, SSM Health Nurse Residency Program, ANA Code of Ethics for Nurses, Patient care, Patient assessment, Patient education, Documentation, Collaboration, Communication, Professional standards, BLS Certification, LPN License, RN License, Variable Shift, Equal opportunity employer"
https://www.linkedin.com/jobs/view/assistant-toddler-teacher-at-the-learning-experience-3730296367,"Preschool Teacher, ECE coursework, State licensing requirements, Proprietary curriculum, Quality compliance, Health and safety standards, Mobile apps, High school diploma/GED, Childcare, Learning and Development, Benefits, Paid TimeOff"
https://www.linkedin.com/jobs/view/senior-product-designer-at-maxima-apparel-3799959827,"Adobe Illustrator, Adobe Creative Cloud, Indesign, Adobe Photoshop, Apparel Design, Fashion Design, Digital Graphic Design, Print Design, Illustration, CAS Skills, Sketching, Product Design, Leadership, Teamwork, Communication, Problem Solving, Decision Making, Detail Orientation, Time Management, SelfMotivation, Portfolio, Creativity, Sensibility, Fashion Design Degree, Fashion Design Knowledge, Fabrications, Color Stories, Licensing Standards, Trend Analysis, Conflict Resolution, Design Prototyping, Custom Requests, Goal Orientation, Deadline Adherence, Independent Work, Valid Passport, Occasional Travel"
https://www.linkedin.com/jobs/view/hourly-supervisor-training-at-walmart-3780645627,"Customer Service, Teamwork, Communication, Leadership, Training, Planning, Inventory Management, Basic Math Skills"
https://www.linkedin.com/jobs/view/lead-records-technician-at-city-of-plano-3803184325,"UCR/NIBRS, Law Enforcement, Records Management System, Data Analysis, Data Entry, Communication, Police Incident Reports, Data Cleanup, Records Technician, Lexis, FLIDS, QAR, IT Project Management, Dashboards, High School Diploma/GED, Four Years of Police Records Experience, Physical Demands, Working Conditions"
https://www.linkedin.com/jobs/view/traveling-superintendent-2-healthcare-construction-at-je-dunn-construction-3657314100,"Construction management, Project management, Scheduling, Budgeting, Cost control, Quality control, Safety, Communication, Teamwork, Problemsolving, Lean principles, Microsoft Office, Project management software, Scheduling software, Construction technology, High school diploma or GED, Bachelor's degree in construction management engineering or related field, 5+ years construction experience, 3+ years field supervision experience, Valid and unrestricted driver's license, Ability to lift up to 50 pounds, Ability to travel and/or relocate, Willingness to work nontraditional hours, Frequent activity: Standing Walking Climbing Bending Reaching above Shoulder Pushing Pulling, Occasional activity: Sitting Viewing Computer Screen"
https://www.linkedin.com/jobs/view/senior-project-manager-primoris-renewable-energy-at-primoris-services-corporation-3790375460,"Project Management, Engineering Management, Construction Management, Quality Management, Customer Relationship Management, Financial Management, Contract Administration, Business Development, Equipment Selection, Procurement, Microsoft Suite, Primavera 6, Microsoft Project, Leadership"
https://www.linkedin.com/jobs/view/child-care-lead-teacher-at-brightpath-early-learning-child-care-3797993558,"Early Childhood Education, NAEYC guidelines, Curriculum development, Childcare, Communication, Associate Degree, Child Development Associate (CDA) credential, Head Teacher certification, Bachelor's Degree, Customer service, Multitasking, Time management, Child care employment"
https://www.linkedin.com/jobs/view/junior-beverage-buyer-at-carrie-rikon-associates-llc-3797282631,"Order management, Cost negotiation, Policy and procedure compliance, Inventory management, Vendor relationship management, Data analysis, Market analysis, Forecasting, Promotional analysis, Problem solving, Store operations, Merchandising, Financial management, Communication, MS Office, Attention to detail"
https://www.linkedin.com/jobs/view/senior-water-wastewater-designer-at-hdr-3629226706,"Water and Wastewater Design, ComputerAided Drafting, AutoCAD, BIM Programs, Civil 3D, Technical Skills, Construction Documents, Civil Drafting, Underground Utilities, Facility Piping and Mechanical, Communication and Documentation, Project Management"
https://www.linkedin.com/jobs/view/senior-project-manager-defense-search-at-talentz%C3%B6k-3764648089,"Defense/Aerospace, Project Management, Engineering, DFAR/FARS, Military, Government, Requirements Gathering, Financials, Milestones, Risk Management, Project Planning, Scheduling, Budgeting, Change Management, Earned Value Management, Cost Analysis, Variance Analysis, Supplier Management, PMP Certification, Bachelor's Degree, Master's Degree, Aerospace/Defense Industry Experience"
https://www.linkedin.com/jobs/view/assistant-salon-manager-saratoga-shops-at-jobs-for-humanity-3798377763,"Communication skills, Technical skills, Flexible, Organized, Goaldriven, Cosmetology or Barber's License, Salon Manager Training, Customer base, Ongoing training"
https://www.linkedin.com/jobs/view/senior-electrical-engineer-designer-at-hi-quality-recruits-3785944958,"Electrical engineering, Design, Power, Lighting, Instrumentation, Controls, Microsoft Office, AutoCAD MEP, Revit, SCADA, Communication, Client relations, Regulatory compliance, Water and wastewater processes, Electrical power systems, PE license or Designer of Engineering license, Consulting industry experience, Municipal water and wastewater markets experience"
https://www.linkedin.com/jobs/view/hair-stylist-kent-eight-plaza-at-jobs-for-humanity-3791025241,"Cosmetology License, Barber License, Hairstyling, Haircutting, Technical training, Customer service, Teamwork, Leadership, Career advancement, Flexible scheduling, Positive attitude, Communication skills, Interpersonal skills, Problemsolving skills, Time management skills, Attention to detail, Creativity, Passion for the beauty industry"
https://www.linkedin.com/jobs/view/principal-associate-information-security-office-iso-consultant-at-jobs-for-humanity-3792325620,"Cybersecurity, Information Technology, Infrastructure Security, Resiliency, Data Security, Network Architecture, User Access Management, Cloud Service Technologies, Application Security, Offensive Security, Defensive Security, AWS Certified Solutions Architect, Certified Information Systems Security Professional (CISSP), High School Diploma, GED, Bachelor's Degree, Collaboration, Communication, Leadership, ProblemSolving, Risk Management, Strategic Thinking"
https://www.linkedin.com/jobs/view/senior-administrative-assistant-at-keurig-dr-pepper-inc-3802924883,"Microsoft Office, PowerPoint, Word, Excel, Communication, Customer Service, Time Management, Calendar Management, Travel Management, Budget Management, Reporting, Meeting Management, Business Analysis, Technology Platforms, M365, Microsoft Teams, Esker, Concur, SAP Ariba, Administrative Assistance, Organizational Skills, Problem Solving, Critical Thinking, Proactiveness, Collaboration, Multitasking, Attention to Detail, Leadership, Team Management, College Degree, Administrative Experience, Senior Administrative Experience"
https://www.linkedin.com/jobs/view/assistant-salon-manager-haynes-bridge-village-at-jobs-for-humanity-3798379555,"Communication skills, Motivational attitude, Technical skills, Flexibility, Organization, Goaloriented, Hair cutting license, Cosmetology license, Barber license, Manager training, Incentives, Recognition, Customer base, Ongoing training"
https://www.linkedin.com/jobs/view/program-management-analyst-iii-at-cherokee-federal-3769033062,"Project Management, Portfolio Management, Microsoft Office, Spreadsheet Software, Data Analysis, Scheduling, Budgeting, Reporting, Communication Skills, Ability to Organize and Maintain Information, Proficiency in Information Management Systems, Project Reporting, Document Control, Document Management, Security Practices, Cherokee Federal Qualifications"
https://www.linkedin.com/jobs/view/atendente-de-sac-geral-at-grupo-kyly-3791491099,"Superior education in Administration Marketing or related fields, Experience in customer service, Passion for children and the children's segment, Customer service skills, Problemsolving skills, Communication skills, Team collaboration skills, Identifying customer needs, Proficiency in Microsoft Office Suite, Data entry skills, Record keeping skills"
https://www.linkedin.com/jobs/view/long-term-travel-intensive-care-unit-micu-rn-24147517expplat-at-travelnursesource-3798068846,"ICU Nursing, Critical Care Nursing, RN License, Medical Benefits, Dental Insurance, Vision Insurance, 401(k) Savings, Licensure Reimbursement, Credential Reimbursement, Professional Liability Coverage, Weekly Pay, Per Diems, Housing Accommodations, Collaboration, Patient Care, HighQuality Outcomes"
https://www.linkedin.com/jobs/view/operations-manager-i-at-dhl-supply-chain-3782571389,"Logistics, Management, Supervisory roles, P&L Management, Objective Setting, Project Management"
https://www.linkedin.com/jobs/view/assistant-buyer-ready-to-wear-at-neiman-marcus-group-3787331796,"Leadership, Management, Communication, Customer Service, Organization, Agility, Excel, Forecasting, Inventory Management, Budgeting, Marketing, Team Management, Relationship Management, Retail, Fashion, Sales, Gross Margin, Vendor Relations, Store Communication, Performance Analysis, Promotion Management, Assortment Planning, Product Knowledge, Customer Centricity, Negotiation, Merchandising, Financial Planning, Online Product Content, Image Maintenance, Marketing Proposals, Coop Coordination, Sample Coordination"
https://www.linkedin.com/jobs/view/computer-aided-design-technician-at-insight-global-3802686696,"Bridge CAD Technician, Transportation Projects, Engineering Design, Microstation, OpenRoads, 3D Bridge Modeling, Conventional Concrete and Steel Bridges, Retaining Walls, Box Culverts, Structural Drawings, Layouts, Sketches, Senior Level (10+ years experience), Junior Level (4+ years experience), Associate Degree or Technical Diploma, Previous Experience with TXDoT (Preferred), Ability to Supervise and Mentor Junior Staff (Senior Level), Ability to Work Independently with Direction (Junior Level)"
https://www.linkedin.com/jobs/view/department-supervisor-at-the-home-depot-3649578473,"Leadership, Training, Coaching, Development, Customer service, Merchandising, Product knowledge, Operational knowledge, Building Materials, Decor, Electrical, Flooring, Gardening, Hardware, Kitchen & Bath, Lumber, Millwork, Paint, Plumbing, Pro Account Sales, Tool Rental"
https://www.linkedin.com/jobs/view/pediatric-hospitalist-is-needed-for-locum-tenens-assistance-in-georgia-at-health-ecareers-3791994407,"Active state license, BC or BE, Call, Weekend call, NRP, Admits/discharges, ER consults, Csections, Deliveries, Credentialing, DEA, Paid malpractice insurance, Prepaid travel and housing expenses, Assignment details, Time entry, Online portal, Competitive compensation, 24hour access to consultant, NALTO member"
https://www.linkedin.com/jobs/view/analytical-scientist-i-at-quotient-sciences-3790392154,"Analytical method development, Validation, Transfer activities, Formulation development, Material characterization, Physical testing, API/raw material sampling, Testing, Inprocess and finished product testing, Cleaning verification swabbing, Notebook/report review, Training, Technical writing, LIMS implementation, Testing, Administration, GMP standards, HPLC/UPLC, Dissolution apparatus, KarlFischer water content titrator, GC, FTIR, UV, Analytical instruments, Analytical test methods, Compendial methods, Experimental procedures, SOPs, Laboratory notebook documentation, Realtime data communication, Peer review, Project related samples control, Documentation process initiation, Data compilation into reports, Authoring analytical test methods, LIMS implementation, Testing, Administration, Housekeeping, State and federal regulations compliance, FDA compliance, EPA compliance, OSHA compliance, DEA compliance, Company policies and procedures compliance, Responsibility management, Data reports accuracy and timeliness, Consultation with supervisor, Sample preparation issues handling, Instrument performance issues handling, Data integrity and accuracy issues handling, SOPs and company procedures training, Training curriculum updates, Professional and industry trends awareness, Improvement suggestions, New skills procedures and processes learning, Formulation development aspects learning, Other duties availability, Overtime availability, B.S. in Chemistry, Industrial pharmaceutical laboratory experience, Experiment documentation understanding, Basic laboratory skills"
https://www.linkedin.com/jobs/view/rn-weekend-warrior-at-nhs-management-llc-at-health-ecareers-3788005811,"Registered Nurse, Electronic medical records, Documentation, Practical nursing, Basic nursing skills, Clinical skills, Medical terminology, Patient care, Vital signs, Catheter insertion, Bandage changing, Patient monitoring, Medication administration, Immunization, CNA supervision, Collaboration, Communication, Problemsolving, Critical thinking, Time management, Teamwork"
https://www.linkedin.com/jobs/view/customer-service-order-processing-specialist-at-gerber-childrenswear-llc-3788044300,"Customer Service, Order Processing, Communication, Emotional Intelligence, Problem Solving, Adaptability, Tech Savvy, Zendesk, ShipWorks, Automotive Enthusiasm"
https://www.linkedin.com/jobs/view/middle-school-substitute-teacher-at-milton-academy-3624662010,"Substitute teaching, Lesson planning, Classroom management, Student supervision, Organizational skills, Interpersonal skills"
https://www.linkedin.com/jobs/view/maintenance-customer-service-representative-at-the-michaels-organization-3736936957,"ProblemSolving, Prioritization, Data Entry, Customer Service, Communication, Interpersonal Skills, Record Keeping, Office Administration, Work Order Management, Company Policies and Procedures, Property Management Software, Microsoft Office Suite, Communication Technology, Microsoft Office Programs, Property Management Software, High School Diploma or GED, Valid Driver's License, Minimum 1year administrative experience, Customer service experience, Proficient in Property Management Software, Microsoft Office Suite, Team Player, Attention to Detail, Time Management"
https://www.linkedin.com/jobs/view/licensing-counsel-i-at-jdhuntr-in-house-counsel-jobs-3786122028,"Licensing, Commercial Legal Advice, Contract Drafting, Contract Negotiation, Intellectual Property Licensing, Legal Guidance, Style Guides, Promotions, Licensee Packaging, Marketing Materials, Juris Doctor degree, Admitted to practice law, Intellectual Property laws, Drafting skills, Negotiation skills, Legal Advice, Communication skills"
https://www.linkedin.com/jobs/view/research-scientist-i-at-tulane-university-3681492577,"Research, Data Analysis, Statistics, Communication, Teamwork, Word Processing, Spreadsheet Preparation, Presentation Software, Time Management, Organization, Prioritization, Problem Solving, Academic Experience"
https://www.linkedin.com/jobs/view/ae-sales-leader-full-time-us-at-american-eagle-outfitters-inc-3786434411,"Sales, Retail Management, Customer Service, Training, Talent Acquisition, Visual Merchandising, Asset Protection, Multitasking, Attention to Detail, Priority Setting, Time Management, Business Acumen, Flexible Availability"
https://www.linkedin.com/jobs/view/ft-nanny-jc-0344-oakbrook-45-hrs-weekly-at-chicago-nannies-inc-3795648352,"Child Development, Childcare, Cooking, Driving, Flexible schedule, Meal Prep, Nannying, Patience, Potty Training, Selfsufficiency, Sick Child Care, Tagteam Parenting, Trustworthiness, Verifiable Experience"
https://www.linkedin.com/jobs/view/hair-stylist-mcginnis-greene-at-jobs-for-humanity-3790170421,"Hair Stylist, Barber, Cosmetology License, Barber License, Customer Service, Team Collaboration, Salon Management, Scheduling, Education and Training, Communication"
https://www.linkedin.com/jobs/view/store-manager-candidate-at-dollar-general-3724701714,"Retail experience, IBM cash register, Inventory management, Merchandising practices, Recruiting and interviewing, Hiring and firing, Counseling and termination, Effective communication, Interpersonal skills, Organization skills, Problem solving, Attention to detail, Bilingual Spanish, High school diploma, Dollar General values, Fostering cooperation, Interacting tactfully, Customer responsiveness, Retail principles, Staff development, Labor laws, Physical labor, Heavy lifting, Climbing, Driving, Fastpaced environment, Overnight travel"
https://www.linkedin.com/jobs/view/senior-designer-packaging-at-liquid-i-v-3737437284,"Packaging Design, Technical Design, Adobe Photoshop, Adobe Illustrator, Art/Design, Consumer Experience, Color Management, Rendering, Multitasking, Typography, Composition, Expertise in CPG product packaging, Strong understanding of materials ink and packaging process, Ability to work independently, Work relationships with coworkers and crossfunctional teams, Multitasker capable of managing tight deadlines and lastminute changes, Attention to detail, Positive cando attitude, Adobe Suite, PDF, Online portfolio"
https://www.linkedin.com/jobs/view/physical-therapist-acute-care-at-u-s-department-of-veterans-affairs-3748249624,"Physical Therapy, Musculoskeletal, Neuromuscular, Cardiovascular, Pulmonary, Integumentary, Patient care, Evaluations, Treatment plans, Adaptive equipment, Assistive devices, Rehabilitation, Inservices, Clinical training, Mentoring, Supervision, Administrative duties, Quality improvement, Problem solving, Communication, Collaboration, Teamwork, English proficiency, Licensure, Education, Experience, Knowledge of contemporary professional physical therapy practice, Ability to make autonomous clinical decisions, Skill in performing examinations and evaluations, Ability to interpret findings and select appropriate treatments, Ability to establish a diagnosis and identify appropriate interventions, Ability to determine physical therapy prognosis, Ability to provide clinical oversight, Ability to understand and adhere to policies and procedures, Ability to participate in research and education, Ability to work independently and as part of a team, Ability to lift and move patients, Ability to stand and walk for extended periods of time"
https://www.linkedin.com/jobs/view/complex-care-rn-at-commonwealth-care-alliance-3109812014,"CCA, Electronic Medical Record, Interdisciplinary Team Meetings, Community Paramedicine, Community Advanced Practice Clinicians, Community Primary Care Physician, Palliative Care, Home Visits, Health Education, Counseling, Patient and Family Education, Care Plan Implementation, Care Coordination, Escalation to APC or MD"
https://www.linkedin.com/jobs/view/financial-analyst-iii-clinical-research-office-at-sutter-health-3801568367,"Accounting, Financial Analysis, Financial Modeling, GAAP, Clinical Trial Protocols, CTMS System, Budgeting, Negotiation, Data Analysis, Communication, Research Award Management, Attention to Detail, Microsoft Office Suite, Strong Work Ethic, Problem Solving, Team Player, Customer Service Focus, Time Management, Research Rates, Federal and State Laws"
https://www.linkedin.com/jobs/view/restaurant-manager-at-panera-bread-3778329086,"Restaurant management, ServSafe certification, Leadership, Team management, Staff development, Customer service, Sales, Quality control, Team leadership, Career development, Flexible hours, Background check"
https://uk.linkedin.com/jobs/view/employment-solicitor-at-tiptopjob-3795556945,"Employment Law, Law Firm, Team, Communication Skills, Verbal Communication, Written Communication, IT Proficiency, Technical Ability, Business Development, Flexible Working, Supportive Team"
https://www.linkedin.com/jobs/view/staff-nurse-nicu-at-children-s-of-alabama-3724253651,"Nursing, BLS certification, ECMO, Aquadex, Mechanical ventilation, Intravenous fluid administration, Drug administration, Cardiovascular monitoring, Multidisciplinary approach, Team nursing, Patient assessment, Care planning, Implementation of care, Evaluation of care, Collaboration with other healthcare professionals, Communication, Critical thinking, Problemsolving, Time management, Stress management, Professionalism"
https://uk.linkedin.com/jobs/view/team-assistant-at-ise-partners-3803714694,"Microsoft Office Suite (Word Excel Outlook), Diary and call management, High volume inbox management, Travel planning and management, Expense management, Communication skills (verbal and written), Ability to relay information consistently and professionally, Detailoriented, Decisionmaking skills, Problemsolving skills, Team and autonomous work experience, Dependability, Positive attitude, Ability to handle multiple tasks simultaneously, Passion for being an exceptional assistant, At least 3 years of experience supporting busy teams in large global firms"
https://www.linkedin.com/jobs/view/customer-experience-specialist-at-automationdirect-3732858864,"Customer Service, Call Center, Order Management, Quoting, Pricing, RMA Processing, Payment Processing, Call Routing, Communication Skills, Data Entry, Typing, Windows Applications Experience"
https://www.linkedin.com/jobs/view/entry-level-environmental-engineer-nationwide-us-based-candidates-only-at-arcadis-3701471106,"Environmental Engineering, Civil Engineering, Chemical Engineering, HAZWOPER, Remediation systems operation and maintenance, System improvement projects design and oversight, Soil and groundwater sample collection, Site characterization, Remedial design, Feasibility studies, Data compilation and evaluation, QA/QC, Report writing, Permitting, Cost estimating support, Coordination with project managers and senior engineering staff, Soil borings and groundwater monitoring wells installation, Field and analytical data interpretation and evaluation, Engineering designs preparation, Permit applications preparation, Constructionrelated documents preparation, Environmental remediation design tasks, Soil and groundwater remedial system design, Insitu technology treatment design and assessments"
https://www.linkedin.com/jobs/view/attorney-ii-criminal-at-city-of-boise-3792201575,"Law, Legal research, Criminal law, Trial procedure, Negotiation, Case management, Litigation, Legal analysis, Statutes, Regulations, Legal ethics, Communication, Drafting, Research, Writing, Legal documents, Court rules, Advocacy, Legal analysis, Contract language, Case preparation, Courtroom tasks, Legal concepts, Legal writing, Police procedures, English language, Operating vehicles, Idaho State Bar, Driving record, Background check, Reference checks, Education verification, Criminal records check, Moderate noise level, Work schedule flexibility"
https://www.linkedin.com/jobs/view/first-year-tax-professional-at-h-r-block-3671182318,"Tax Interviews, Tax Returns Preparation, Business Growth, Client Retention, Teamwork, Collaboration, Tax Expertise, Effective Communication, H&R Block Income Tax Course, Continuing Education, High School Diploma, Customer Service, Retail Experience, Sales and Marketing Experience, FastPaced Environment, Work Availability, Medical Coverage, Retirement Savings Plan, Employee Stock Purchase Plan, Tax Preparation Benefit, Flexible Work Opportunities, Remote Work Opportunities, Connected Culture, Diversity and Inclusion, Equal Opportunity Employer"
https://uk.linkedin.com/jobs/view/site-supervisor-local-authority-projects-at-hunter-mason-consulting-ltd-3791438170,"CSCS card, Health and safety regulations, Construction processes, Management of construction projects, Local authority sector, Leadership, Communication skills, Collaborative work, Attention to detail, Highquality results, Organizational skills, Problemsolving skills, Constructionrelated qualifications"
https://www.linkedin.com/jobs/view/mid-level-patent-litigation-associate-attorney-at-bcg-attorney-search-3607721188,"Patent litigation, Electrical engineering, Computer science, Mechanical engineering, Juris doctorate, Firstchairing depositions, Writing expert reports, Drafting and arguing motions, Drafting infringement/invalidity concerns, Arguing appeals, Industry experience"
https://uk.linkedin.com/jobs/view/quantity-surveyor-at-galliford-try-3754909834,"Quantity Surveying, Commercial management, Construction, NEC3/4 contracts, Cost and Value Reports (CVR), Forecasting, Cost Plans, Subcontract management, Risk management, Change management, Client and Subcontractor relationships, Oraclebased cost analyses, Microsoft Packages, Effective time management, Problemsolving skills, Analytical skills, Ability to work under pressure, Ability to establish and maintain good working relationships, Demonstration of continuing professional development, Understanding of contract preparation and administration, Track record in the implementation of Profit Improvement Plans (PIP), Ability to deal with people across various management levels and technical expertise, Proactive and selfmotivated, Ability to ensure projects are cash positive, Ability to receive cash on time and resolve aged debt urgently, Ability to work flexibly, Ability to work fulltime reduced hours or flexibly, Ability to meet tight deadlines in a fastpaced environment, High level of drive and energy to ensure contracts are managed safely to cost and schedule, Familiar with management systems and procedures for procurement and contract management"
https://www.linkedin.com/jobs/view/veterinarian-porter-county-in-at-the-vet-recruiter-3790200128,"Veterinary, Medicine, Animal Care, Diagnosis, Surgery, Vaccination, Pet Care, Medical Insurance, Dental Insurance, Vision Insurance, Parental Leave, 401(k), Continuing Education, Professional Liability Insurance, Mentorship, Scheduling, Life Insurance"
https://www.linkedin.com/jobs/view/senior-auditor-finance-at-u-s-bank-3778979333,"Risk management, Regulatory compliance, Internal audit, Financial reporting, Accounting, SOX, M&A, Lending, Operations, Financial services, IIA standards, Internal controls, CIA, CPA, Critical thinking, Analytical skills, Project management, Communication skills, Time management"
https://www.linkedin.com/jobs/view/intellectual-property-and-marketing-counsel-digital-marketing-branding-at-jdhuntr-in-house-counsel-jobs-3784431098,"Intellectual Property Law, Trademark Law, Marketing Regulations, Legal Compliance, Contract Law, Digital Marketing, Ecommerce, Legal Drafting, Legal Research, Analytical Skills, Attention to Detail, Communication Skills, Teamwork, ProblemSolving, Conflict Resolution, Microsoft Office Suite, Legal Databases, Case Management Software"
https://www.linkedin.com/jobs/view/preschool-lead-teacher-at-cadence-education-3581294638,"Preschool Education, Child Development, Early Childhood Education, Teaching, Curriculum Development, Classroom Management, Child Psychology, Communication, Collaboration, Patience, Flexibility, ProblemSolving, Safety, Hygiene, Observation, Documentation, High School Diploma or Equivalent, 18 Years of Age or Older, Previous Experience as a Preschool Lead Teacher or in a Licensed Daycare, Child Development Associate or College Degree in Early Childhood Education Child Development or Related Field, Strong Work Ethic, Passion for Early Childhood Education, Positive Attitude, Team Player, Ability to Work Independently"
https://www.linkedin.com/jobs/view/family-law-attorney-at-jobot-3803107906,"Family Law, Litigation, Legal Proceedings, Legal Documents, Communication Skills, Professionalism, Juris Doctor (JD), State Bar Admission, Analytical Skills, ProblemSolving, Written Communication, Verbal Communication, Composure, Professional Ethics, Integrity, Negotiation Skills, Client Relations, Family Law Knowledge, Legal Framework, Project Management, Deadline Management"
https://www.linkedin.com/jobs/view/research-scientist-model-engineer-autonomous-startup-at-recruiting-from-scratch-3744393143,"Software, Hardware, Product Management, Talent Acquisition, Python, Java, C++, Machine Learning, Deep Learning, ObjectOriented Programming, Data Engineering, Data Analysis, Data Mining, Predictive Analytics, Statistical Modeling, Cloud Computing, AWS, Azure, Google Cloud Platform, Linux, Windows, Mac OS X, UNIX, Agile, Scrum, Kanban, Waterfall, Communication, Teamwork, ProblemSolving, Critical Thinking, Analytical Thinking, Attention to Detail, Time Management, SelfMotivation, Adaptability, Flexibility, Creativity, Innovation, Initiative, Leadership, Vision, Strategic Thinking, Execution, ResultsOrientation, Customer Focus, Business Acumen, Industry Knowledge, Domain Expertise"
https://www.linkedin.com/jobs/view/legal-administrative-assistant-1-5-yrs-experience-pip-ft-lauderdale-fl-at-marshall-dennehey-3739631738,"Civil defense litigation, Legal administrative assistant, Microsoft Office Suite, Heavy workload management, Fastpaced environment, Communication, Organization, Typing, Detailoriented, Prioritization, Multitasking, Teamwork, Depositions, Meetings, Appointments, Travel arrangements, Hotel reservations, Attorney diary system, Secretarial, Clerical, Dictation, Correspondence, Legal documents, Filing, Diary system"
https://www.linkedin.com/jobs/view/senior-electrical-engineer-designer-madison-at-klm-careers-3793296957,"Electrical engineering, SCADA design and construction, Microsoft Office, AutoCAD MEP, Revit, Wisconsin PE or Designer of Engineering Systems license, Municipal water and wastewater markets, Water and wastewater processes, Power, Lighting, Instrumentation, Controls, Cost calculation, Project coordination, Site observations"
https://www.linkedin.com/jobs/view/machine-technician-at-mary-kay-global-3798295538,"Production Maintenance, Manufacturing, Technical Knowledge, Mechanical Aptitude, Hand and Power Tools, Maintenance Manuals, Electrical Equipment, Pneumatic Equipment, Team Collaboration, Quality Standards, Visual Inspection, Day Codes, Product Labeling, Safety Regulations, Operational Procedures, Training Plans, Manual Dexterity, Small Objects Assembly, Change Management, Troubleshooting, Problem Solving, Communication"
https://www.linkedin.com/jobs/view/temporary-administrative-assistant-at-nova-southeastern-university-3578422536,"MS Office Suite, Data Entry, Internet Research, Office Practices, Data Accuracy, Information Verification, Oral and Written Communication, Confidentiality, Attention to Detail, Proactiveness, Punctuality, Reliability, Interpersonal Communication, Cooperation, Sitting and Standing, Equipment Usage, High School Diploma or Equivalent, Two (2) Years of Administrative Experience or Associate's Degree and One (1) Year of Administrative Experience, Knowledge of NSU and the College of Health Care Sciences, Familiarity with Ariba Banner Kronos Paytrax and Other NSU Systems"
https://www.linkedin.com/jobs/view/office-administrator-administrator-iv-at-alloy-3793007090,"Administrative duties, Finance, Operations, Business development, Safety, Human resources, Records management, Databases, Microsoft Office, Fleet management, Equipment maintenance, Payroll, Verbal communication, Written communication, Positive rapport, Organizational skills, Detail orientation, Time management, Teamwork, Initiative, Supervision, Bachelor's Degree, Rugged terrain navigation, Height climbing, Water work, Outside work, Inclement weather, Heat and humidity, Dust and asphalt exposure"
https://www.linkedin.com/jobs/view/grant-accountant-at-firstday-foundation-3803853628,"Accounting Principles, Accounting Functions, Reporting Requirements, Government Accounting, Auditing, Budget Preparation, Financial Record Keeping, Reporting, Contract/Grant Administration, Monitoring, Accounts Receivable, General Ledger, Spreadsheet Software, Word Processing Software, Accounting Software, Grants Accounting Experience, NonProfit Experience, Multi Company Experience"
https://www.linkedin.com/jobs/view/volunteer-librarian-s-assistant-hadley-park-branch-library-at-volunteermatch-3803969199,"Shelving, Material retrieval, Scanning, Library management, Customer service, Organization, Attention to detail, Ability to work independently, Ability to work in a team, Ability to follow instructions, Ability to meet deadlines, Ability to work in a fastpaced environment, Ability to work under pressure"
https://www.linkedin.com/jobs/view/certified-home-health-aide-hha-at-aleph-home-care-and-day-center-3683929439,"Home Health Aide, Physical, Health care services, Domestic tasks, Transport patients, Administer medications, Personal care activities, Monitor patients, Maintain care records, Assist mobility therapies, Instruct on diet and exercise, Collect specimens, Companionship, Emotional support, Nursing skills, Health care administration, CPR certificate, First Aid training, Driver's license, English proficiency, High school degree"
