job_role,industry,avg_salary_usd,experience_required_years,education_level,task_repetition_level,creativity_requirement,physical_labor_level,analytical_complexity,social_interaction_level,ai_tool_availability,ai_tool_maturity_score,percent_tasks_automatable,job_growth_rate,skill_complexity_score,regulation_strictness_level,ethical_risk_level,communication_requirement,domain_specific_knowledge_level,team_collaboration_level,ai_dependency_current,ai_dependency_future,training_hours_needed,job_demand_index,automation_risk_score
Civil Engineer,Retail,102534,1,Master,0.9586906539117553,0.931224759178898,0.7273535170759595,0.12472377005225799,0.5319710170643921,Midjourney,0.9922130237361666,0.8440848423714895,0.015347375117275908,0.3171285850918649,0.5409988329897432,0.6762823014464379,0.401299365635277,0.5410292570915151,0.3588487426060809,0.8574669039872033,0.2134987851472796,142,0.07088622582551907,0.07849533139047571
Lawyer,Healthcare,43440,0,High School,0.17239614329845265,0.8503627876578504,0.47924237503933054,0.9478627716349608,0.7468265061490941,Claude,0.054002230883156366,0.5423800353167338,0.032955706412007346,0.9738120474544812,0.5105599460835609,0.06233741000264459,0.42117692892873015,0.18533952652155095,0.41698591039807154,0.7135267344657968,0.7040309501185348,441,0.10790015221989602,0.14540657737161078
Lawyer,Finance,141001,1,Bachelor,0.7196639255967116,0.06767353665798337,0.2873799152555684,0.8193978447055413,0.41227252247437973,AutoGPT,0.49525637385548393,0.47058214060201964,-0.0341988377769131,0.6671809588342422,0.013031991623989714,0.15884348722397534,0.16087209275570835,0.35548630198073883,0.32661390678571145,0.35470723960221373,0.5830642675445995,142,0.22762264957473266,0.92484902624552
Customer Support,Finance,76501,0,Bachelor,0.6144810082029823,0.9933898787390681,0.3633833709964964,0.5524104668680087,0.6701074493444349,Midjourney,0.32888549471325024,0.6989706460577879,-0.05543673625285939,0.42577818501105613,0.18060758290152978,0.17330797166973888,0.0965945816408681,0.935499044659669,0.5242865857717617,0.8740476875465781,0.9029914360016192,80,0.9172495516453347,0.7101745639395534
UX Designer,Tech,162341,2,Bachelor,0.6796751311406348,0.6987269237038791,0.8590776944503427,0.8749702044778621,0.48971925384094994,AutoGPT,0.39367985493131097,0.10319496134465378,0.07499741781185232,0.8781897369912638,0.4976202957191841,0.3288724369550854,0.5365957002772154,0.8956993864466344,0.10867563419350867,0.9708470234708538,0.30695419590406936,349,0.688234007286482,0.40696440864167316
Data Analyst,Manufacturing,37868,5,Master,0.35121963066756967,0.1622808243140237,0.46803469292272704,0.9893646425518628,0.437085865959426,Midjourney,0.45163475234630857,0.26538650573251255,-0.047431616593409,0.6830804140466382,0.7525670453214551,0.8312990345058597,0.6027755198930276,0.9531039306125031,0.8449149384515559,0.28852000921257404,0.0417214435520048,291,0.616881359767449,0.06876581738833432
UX Designer,Construction,107909,12,Bachelor,0.31387937348376493,0.012416089169423494,0.21344933224460927,0.6106420666317776,0.29025664043586064,Midjourney,0.7397039564511898,0.8167626854113883,0.09502148960436912,0.6379347057219226,0.8226025780207767,0.8562372549386442,0.3668965168913999,0.5914194607840496,0.4780536784851712,0.1866295113231583,0.9949993548202728,314,0.7846569056731458,0.7850389590792439
Plumber,Finance,114523,7,Bachelor,0.6842096705883705,0.17128263629215135,0.9346053880772532,0.612898436981518,0.38259351450100454,AutoGPT,0.5912997031711763,0.504078838337409,-0.049081870122064664,0.7285379298194664,0.2832663409168146,0.37495191265119165,0.6066094051998251,0.5013002131049877,0.04310217833068475,0.8318921695844128,0.31274386939445353,335,0.6932844976425228,0.49272660547565583
Consultant,Education,45734,2,High School,0.21554328510454535,0.8381759206857385,0.796600456498377,0.754427029159928,0.3497956307944279,AutoGPT,0.9612010882167803,0.908043436482094,0.05317077576368717,0.738293109627116,0.7124572423244332,0.43130282725174185,0.39467085253845524,0.848914826469169,0.5529617408569518,0.5824303580082317,0.16192678871615496,99,0.7459268206811841,0.32301686632399207
Doctor,Tech,113600,9,Master,0.4196547448590051,0.02163932494516374,0.05566614605619913,0.23213895236533277,0.6461871840148815,Gemini,0.33276459923953405,0.08870373388291086,0.060968016016027,0.49298338683910525,0.8285294404501119,0.21703071210647085,0.8681849846399952,0.07966487765544794,0.9305171357618816,0.8843682600357822,0.9843811118710735,326,0.07365643869796379,0.36075042547508007
Accountant,Energy,38433,8,Bachelor,0.188174646052918,0.23314730361808655,0.9989429619805178,0.16712486151879935,0.11601851127913954,Midjourney,0.5415040824827427,0.31341281098004514,0.0264113977553751,0.41930756139784775,0.37480441432469824,0.4325137910573118,0.9538231444307461,0.9784494464190929,0.0874605060646908,0.34751789189045845,0.5628936902396041,268,0.5897652964409968,0.5052775379745039
Sales Manager,Legal,170183,9,Bachelor,0.008304841123329743,0.7573055953348754,0.6949266964401023,0.7595807500150725,0.092636368687806,Midjourney,0.8133285309336971,0.3555498928040366,0.14919769131849064,0.9092826811636352,0.6955558627088242,0.2748344323517806,0.5935407093868602,0.46237235419659606,0.12319256536720546,0.581254098524481,0.14885810206518058,176,0.7532072872558788,0.5512328230781661
Doctor,Energy,133986,4,Master,0.9700573600380694,0.5861105358981351,0.16026659904058693,0.3449047949941023,0.6600129942084604,Claude,0.37302841699368017,0.4227203227231541,-0.006039247186809371,0.4972477395624022,0.43728113735853136,0.17488264524401242,0.8422744830072623,0.6757863491430185,0.3871832830482752,0.5772119283613811,0.8358214950839762,87,0.5656586203332957,0.8180987708704331
UX Designer,Tech,93753,6,High School,0.43170297865641905,0.7827357103601918,0.23716768129859644,0.135070356305934,0.5462980698788807,AutoGPT,0.46529920061090957,0.9868200515642483,0.12083028628887374,0.21582163789953768,0.9856522473721611,0.15846806957417792,0.8537414987165386,0.7284699159412469,0.7356242607348323,0.18823183777364227,0.9454189797568143,186,0.011794873364524117,0.7717037220699862
Customer Support,Marketing,143783,7,Master,0.9693496144198253,0.7461505038267879,0.6924454812415469,0.31487772591774976,0.4302000967426576,AutoGPT,0.6849745526852268,0.3106627140682017,-0.05769295191542234,0.5216027858250585,0.0066675451512703265,0.7756471513849146,0.7137626902906569,0.6288398472677168,0.6046219370753468,0.9919316966031116,0.8812800229060149,279,0.2111198894828793,0.7670586915202087
Lawyer,Construction,51751,2,Bachelor,0.1403235197678261,0.05060138712180473,0.779761055279122,0.3586368678745754,0.15244288440790354,ChatGPT,0.8607442186043064,0.5186824529654336,-0.015697281886548453,0.03442209991364131,0.4143450396394389,0.11694639054891898,0.19200188918615602,0.891525159323167,0.45795949033173344,0.6640592930875745,0.19861933590873826,29,0.9628999970669907,0.7292979863202854
Customer Support,Legal,177525,1,Bachelor,0.587366779457486,0.8925114190941515,0.23903594314980614,0.9652276595056907,0.4110271118693115,ChatGPT,0.41568147042382875,0.5360713238710018,-0.06365821977571559,0.7233183519607721,0.2637164028795763,0.6160344716189553,0.15493808214428262,0.2881612885608402,0.9927458909376996,0.6641453534807579,0.052687964263310016,451,0.7046946409211439,0.7577869151430114
Mechanic,Energy,78570,1,High School,0.2009740327912396,0.2270318342822687,0.2569688538992708,0.6979597110879232,0.7897317633200116,AutoGPT,0.5319504721467401,0.7707979386073666,0.050906130337654065,0.12698405905880905,0.8497365532216167,0.16748201330053758,0.9194842435831581,0.5323081737839446,0.18579328315494126,0.29686963960140467,0.3712996816774399,437,0.6885049008802295,0.6776015251949387
Business Analyst,Legal,54503,4,Master,0.7900741269632747,0.5533924402297637,0.30712069487206084,0.5308563173997339,0.889621235789257,Claude,0.975122285290839,0.5178689940858079,0.05956432503558673,0.1117242653425714,0.2871258331229726,0.8378394191050323,0.2650613083856652,0.4303053297151972,0.8217567949239464,0.6503822495895824,0.35484502052322886,146,0.6602524418183088,0.8680234733881464
Mechanic,Education,163851,14,Master,0.7837029887609752,0.6442881565277788,0.5980183648366367,0.9688731386826049,0.7025765699642201,Copilot,0.04246916194700401,0.6057374006205106,0.013375996128253076,0.9463561431786484,0.543845473578048,0.27446706813679367,0.2463308472579745,0.7041288243797154,0.12383695089809388,0.8329760571129868,0.4059190971182377,200,0.1278080001832259,0.5574542961060874
Software Engineer,Education,116840,0,High School,0.1126071490393118,0.1686282108850954,0.17181617830127693,0.9031397404741807,0.059912175880880825,Midjourney,0.44822871665954456,0.7533280507609116,0.08004026241300191,0.7725566814587289,0.7402694481972609,0.04489348352419931,0.16612873791121108,0.39511517263429363,0.17960702627636138,0.8135025111775528,0.7989806528429807,455,0.004082780991943702,0.5208442596064341
Customer Support,Education,161827,14,Bachelor,0.9120644528763892,0.9762312567009744,0.10424319888477751,0.5120008566141597,0.6704097766011186,Copilot,0.6359818511292005,0.10113200467994532,0.11691311362699813,0.41422877634130695,0.4972302739662964,0.45207315865391295,0.5274540476799697,0.8928602374607243,0.2954442655735138,0.9197250262953908,0.0096465505294272,271,0.4406523180717622,0.701295978638867
Lawyer,Tech,69263,1,Master,0.19462964720322462,0.488155956087309,0.6788640890855135,0.9056796353769807,0.24098558954629457,Claude,0.008427457562125151,0.9634721235249694,0.09413982752773645,0.23957614240561165,0.4104025496857723,0.9997971128119623,0.6769974884838197,0.4904301357023326,0.873095718869864,0.1486781149057489,0.674813461416507,459,0.44432440484531044,0.16600597307977494
Nurse,Construction,138491,12,Bachelor,0.6129773415893603,0.057642695597393434,0.7790979397931701,0.4043046580626566,0.31525124302640506,Copilot,0.5967865015664146,0.8463041760794481,-0.039584410768859685,0.8434904805269523,0.042518004956311084,0.8131371022768445,0.6761614697854493,0.5360081069021984,0.4442057292196272,0.18282743087303888,0.9851540313439255,111,0.8118054511680517,0.7769517138350426
Accountant,Tech,85087,8,Master,0.985633620087704,0.9372620447778404,0.5009294044165055,0.23042066535662464,0.19587320795998453,ChatGPT,0.05619995466300898,0.388772613623107,-0.019900186245630336,0.9685838436107523,0.022932168754681737,0.5702624925532435,0.26105269965272515,0.4933932678463592,0.39578541129510614,0.7101687167888037,0.3991531966101516,114,0.181567516357379,0.9361558432172887
Data Analyst,Retail,81482,6,Bachelor,0.8823965347663638,0.5862678431932681,0.3638327102683854,0.23267817682208514,0.7757557906202046,Gemini,0.8575583966481833,0.7284175890737433,-0.004930861488569943,0.508354104607085,0.957322195057039,0.18943880846842087,0.09478541400348539,0.6226361968396241,0.4907257912874725,0.80773865109256,0.48505743688316694,308,0.2751111630991738,0.2962599648147055
Accountant,Marketing,152989,14,Master,0.956563928561169,0.6991931979813764,0.4320427135264764,0.6623155244421267,0.648602122637279,Copilot,0.8070860955085659,0.7623251044087467,-0.04905843511700003,0.5800760722466543,0.6432440575002182,0.117505037668585,0.3102094962457833,0.5104015154891743,0.6309063320743511,0.6743100680412699,0.6279751230759753,329,0.07824233168936845,0.6110449571784767
Data Analyst,Marketing,178472,14,Bachelor,0.34259877121811944,0.5251757899342241,0.3884078338719519,0.5010703207072771,0.6118350545991809,Gemini,0.03225513679859626,0.8502464494156569,-0.009690940857145391,0.24305349149232314,0.8252537983092695,0.8385505394349294,0.5034347830880167,0.9374180986516638,0.42349416802908435,0.1428581733471026,0.28558393776171753,106,0.3998750352879641,0.03262251360104129
Business Analyst,Education,70115,5,High School,0.10557564221946336,0.8347379547769676,0.9599849082376752,0.6589508470054467,0.6679726096692761,Copilot,0.04880402455737609,0.18831682513405212,-0.04048858078492121,0.5892502640618966,0.4804383822248436,0.7877074054259167,0.6124399954059248,0.13112240799604002,0.9625316884946323,0.5949483948227894,0.7185170722379134,309,0.2559897484926612,0.765822862672667
Lawyer,Retail,44249,8,Bachelor,0.1883468732894501,0.033133462193210894,0.7680899052191402,0.6860759642621699,0.2367722614039034,Claude,0.7536139315616024,0.7037027526438026,0.14893196386466706,0.4005976350364131,0.26158099617094877,0.4621885651704658,0.27060036560298495,0.013427348867382838,0.13534190984304617,0.7483814426716626,0.2029969750380317,14,0.26289584415213596,0.5596681731860392
UX Designer,Finance,140361,6,PhD,0.5004948950766138,0.26837836527714776,0.20808721485011028,0.022322872897717616,0.4446444143253616,Gemini,0.36954489257831036,0.03334053052628361,0.09581258509710158,0.8455784994508668,0.2945377797598999,0.4214096868121544,0.18315841143884015,0.5217863308789034,0.4756663042772341,0.13698052767884306,0.06479200765295245,150,0.2540530871186176,0.6736542846346952
Doctor,Finance,54600,13,Bachelor,0.7932296782733221,0.4696483564026922,0.3841891520539801,0.05403959234790234,0.6332537215489892,Copilot,0.5750257879383248,0.11557912405388138,0.11500426750277662,0.3771130198234427,0.043491618505926755,0.7486727892752474,0.8415757055795541,0.7646308139697777,0.41543305810685327,0.055834229709318284,0.801328836280714,385,0.23151850914884342,0.1429927199418044
Graphic Designer,Education,67706,10,Bachelor,0.15015364418387522,0.07660361631371004,0.5440122913631098,0.5326777265912499,0.6365940276183004,Claude,0.27032826976538393,0.7760669604655037,0.13053672421266518,0.6487791484667654,0.7908835163285485,0.5360376491716871,0.8579259317369581,0.648195779138703,0.692706817783454,0.25479801322151385,0.17651859052210683,152,0.31979303029129846,0.8094548053608013
Customer Support,Energy,49222,4,Bachelor,0.6597315322607571,0.7059066693266582,0.6129858620636884,0.1910354777600769,0.7918518627551305,None,0.17296887610409972,0.8130030038817595,0.06625024789958109,0.20346601343963522,0.5815707806983855,0.40416925168776907,0.27995628376658654,0.9627341514613841,0.9630833602450649,0.09075180805485916,0.731493557671025,246,0.5366901647818978,0.25593633734362786
Consultant,Tech,129041,14,Bachelor,0.32357760403951186,0.39366341405564076,0.4681838960287671,0.6325337688044397,0.28710396668811056,None,0.2960771175475615,0.5924364521245646,-0.05600585810285885,0.09067283586130348,0.4808017768884283,0.2517208560478261,0.5601128456006358,0.18227701059810275,0.2884128744051644,0.14853937906492998,0.8713076883444161,384,0.4377102771450807,0.6847922032934237
Data Analyst,Education,134504,8,Master,0.3412020723921535,0.27266799026814403,0.8101266350119591,0.5521857391706481,0.7703361216968224,AutoGPT,0.24671370022398809,0.5816859741838972,0.08963151736888564,0.04035521992565139,0.8522970446678857,0.12256350490508461,0.43982646214547416,0.6939825671108895,0.95532650390862,0.20337398736732082,0.04577466303394406,427,0.06344696122562477,0.5931417650302112
Lawyer,Manufacturing,71139,5,Master,0.6619177301579263,0.0033788468084122725,0.7676060194582317,0.5857603583708912,0.4401844806169357,None,0.4483074382393344,0.7495114283679296,-0.09609713334320369,0.4156454373305738,0.44484502762708267,0.594793471672893,0.14196720316863154,0.8158678515366121,0.8276996320969227,0.5306918086862317,0.7066958197113724,193,0.4258598637597716,0.6537914461283671
Teacher,Legal,144919,5,High School,0.4669994195332202,0.7198303117499537,0.5051579186281667,0.3024553798310107,0.6701726920589348,ChatGPT,0.7466761652876862,0.9060848220887016,-0.07169239019733528,0.1635287213914035,0.9479301498343379,0.8260488477124824,0.9405862283227774,0.9120639587396125,0.8104779118718201,0.1558585812444766,0.6462355833813661,210,0.8462782545125855,0.05023728680615802
Civil Engineer,Marketing,71302,10,PhD,0.8120332930259939,0.8338093088728618,0.8544293867817304,0.6398435062778967,0.4557193800652868,Midjourney,0.5541294079269566,0.42111517086762973,-0.09260388542162556,0.9934801902664933,0.013236529382460671,0.7461831125691109,0.009782935793835268,0.5285514608932566,0.07307594960728026,0.6046821706532753,0.6238794644665263,355,0.10070411746721442,0.7418505702312232
Business Analyst,Finance,117838,3,Master,0.15591850966282705,0.39504053568149844,0.7510895304423859,0.829492636485023,0.9486101697909433,Claude,0.6091783079397185,0.11482111860734823,-0.06613872092971787,0.7983833884262813,0.9846163611621999,0.6963184524661629,0.1875763703136386,0.36310636817788433,0.9405834526414703,0.2906602970932185,0.2953582540208406,39,0.9443615993316552,0.7952497285276757
Sales Manager,Healthcare,169718,12,Master,0.7899482697670385,0.5642179770333655,0.7785818487206433,0.9980712535922371,0.17930226474164446,Claude,0.47007859645808425,0.838999384427288,0.08800105991028614,0.6933731517092088,0.8158835324473067,0.9288521091834304,0.3455649216780119,0.9553612328048918,0.8389278464496849,0.3105549487997529,0.04562961377961172,321,0.3085903707649874,0.4748158231524108
Sales Manager,Finance,174615,11,Bachelor,0.06423524805742087,0.22768662592959843,0.9564007794334166,0.8384443861722143,0.6750050885823571,ChatGPT,0.32473364020281625,0.341644145970753,0.12137014213303579,0.8033184673781398,0.35493920217578345,0.3945167426762749,0.8564612551825744,0.7914711228576371,0.6845831244226117,0.9673985373859769,0.0984860926506661,133,0.014535629401502659,0.40886104423708436
Marketing Specialist,Marketing,108353,0,Master,0.194053880245605,0.6221976462801331,0.26646694120920267,0.5574987596799474,0.5765350007681589,Gemini,0.14350882536048792,0.13378577321059038,-0.030289929884542904,0.2627472586050529,0.595363560118582,0.13721756713666433,0.7886536604091218,0.47084393482673703,0.127859238935362,0.8051525508943834,0.2729146470353072,479,0.2531555790643172,0.3425447039548394
Civil Engineer,Legal,118992,4,High School,0.6561497145031654,0.012137458315200522,0.2676481623668492,0.19342959167995655,0.1727310409477446,Copilot,0.35456545911400095,0.6146164001428314,-0.07021820085372679,0.8792639828852405,0.8646050121552532,0.101949103177291,0.5798840645662187,0.651166058926833,0.4200372592789803,0.42414243699094323,0.40618845134449866,418,0.06965962055470343,0.9278819064822702
Doctor,Marketing,81428,10,Bachelor,0.8549256565110712,0.48864389709875844,0.8889522556906401,0.6814458761198209,0.06600633581166793,Gemini,0.6651986162138651,0.5780839252116896,-0.03176007783589735,0.9956363950034758,0.4815983530804756,0.9550120761488852,0.695020955319429,0.27857688060751584,0.8402282558631247,0.44745433158642567,0.918096688649712,497,0.566381346056672,0.7550682543415351
Software Engineer,Healthcare,53777,8,Master,0.25267962773934904,0.6442054818406923,0.7722263733856795,0.9376537855579782,0.7991443889716636,Claude,0.7337774229238204,0.4742462065023887,0.06177843811075118,0.28985446907148904,0.051049711988154445,0.5889642158457398,0.3409115974530311,0.6148418739317881,0.4375313765839257,0.11479264773887365,0.6840754561991748,333,0.31632512755054965,0.6986187272366482
Data Analyst,Education,87939,12,High School,0.32719160582891293,0.918191773229734,0.9265455414356274,0.2118665397323024,0.15745133364626518,AutoGPT,0.46918154390821354,0.8597972442471589,-0.012449239930097972,0.9846486872335538,0.9036960822088927,0.8107932416018524,0.940541546218728,0.5400297044800302,0.43645516854304356,0.8445415937216502,0.026118251174249707,134,0.8068766139246706,0.9256066246254857
Product Manager,Retail,116450,7,High School,0.53712074828674,0.38133581712228426,0.06313016032445307,0.2559956205265771,0.18650668278577598,None,0.6449972745830457,0.27222583540336787,0.14028650603322243,0.3203965463409151,0.5170162468775557,0.535559854175416,0.026787288560364386,0.039225324012849505,0.27012580788418206,0.003989000005054533,0.919714123760719,312,0.732625088123752,0.3487692306192136
Data Analyst,Healthcare,53548,7,Master,0.21157280648930232,0.7651902029810298,0.6277570772615966,0.14900854341165115,0.9784342239890393,Copilot,0.21054108188425225,0.013235265284380127,-0.06725530089089482,0.011723117696692653,0.5451572412015413,0.398494396485491,0.10092867658942395,0.8657478323759904,0.051188250931017865,0.14448060841133537,0.7203499874210751,293,0.46859645948677586,0.6301380858165785
HR Specialist,Marketing,155549,4,Master,0.8111562615875056,0.5976870299435008,0.14462833812344744,0.7367216436264017,0.7172608514766308,None,0.8600663207239564,0.3234687189422,0.1475856309486034,0.3672140577273092,0.013718176698690243,0.20026965086698434,0.9255538322639574,0.49019224902487213,0.5130038130362593,0.5340642236086425,0.4925734647317078,302,0.5606016108413044,0.6860568305268462
Lawyer,Marketing,167799,11,High School,0.7736366450057608,0.9270121129250806,0.5038971982925826,0.40656150342365927,0.2504868416012225,None,0.8659364506764247,0.009705960402128788,-0.0968870771380475,0.9975150009169692,0.10006606994350131,0.856408344943118,0.9450516263159479,0.47973657431091654,0.7744694935508842,0.18842833126682013,0.46301532789259425,339,0.6087696009810202,0.9962275433177508
Civil Engineer,Manufacturing,177764,8,Master,0.1452917119657816,0.3983776756594306,0.15574693185344424,0.06269563888638408,0.5909489601516013,Midjourney,0.32032792727252535,0.5435912108968393,0.012923241432245325,0.6351512547374691,0.7773978455320211,0.06351523729229747,0.49057100372159124,0.2834298624240926,0.14607135507083202,0.632780137040424,0.9331831613003666,82,0.270704687395495,0.4271861144071557
Accountant,Manufacturing,61625,2,Bachelor,0.4638297318166321,0.319095339872988,0.12807850898487927,0.8749499914902802,0.5341118384025133,None,0.5477122392949272,0.37824829285984796,-0.03704705670484773,0.6954725349160747,0.4349493486747815,0.9002328725887059,0.5764607854070216,0.19638760078397044,0.893777567256062,0.003640450689499808,0.5500081624489542,260,0.1393763731941875,0.4001810519397775
Customer Support,Construction,54918,2,Bachelor,0.7748277666546214,0.8871419986941438,0.012168345382033152,0.5576719047025667,0.8444732675138475,Midjourney,0.6066620284152192,0.813942740857086,0.041571367281253574,0.23834715208705015,0.9980583128779642,0.20501277887948854,0.9025378550625649,0.29137182295871655,0.5552839850522483,0.09841208308001026,0.5027763346853661,136,0.37651881605435666,0.08448792431060081
Consultant,Manufacturing,144826,0,Master,0.3373295311034148,0.04924440140828912,0.6302388123829044,0.3310942920003558,0.7293207478326243,Copilot,0.47243003878463996,0.7975853524908175,-0.07586229200473199,0.1459200952961156,0.6956776757133046,0.009531045923136694,0.8534343539354857,0.6499805015454274,0.8122988806239427,0.7646834787845158,0.7746244948113938,301,0.0948575461139799,0.09845248473997514
Consultant,Tech,144881,8,Bachelor,0.6331068227177317,0.1363853929336768,0.35902261669008606,0.34398297606109696,0.8317211254931858,Claude,0.9111421535577872,0.43463849329866366,0.11895571878225727,0.8855104375765616,0.9496011443909158,0.10389711512903321,0.8619518798543505,0.09764923120656444,0.6670398726285937,0.5765214829359512,0.5931157242999153,394,0.31486337540538856,0.5117990605316475
Teacher,Retail,45577,5,High School,0.05021312145757273,0.08240443458404445,0.1051882848789717,0.29025122019090677,0.21150658797736244,AutoGPT,0.7397169467931821,0.21648527358582303,-0.06586839989717574,0.4133922046781323,0.2793521277702692,0.8835087122482668,0.3717856018640834,0.33286437388276957,0.13494562346791028,0.019458158087387822,0.24886078460385608,231,0.5526021607777161,0.17118195943770653
Business Analyst,Legal,115155,1,Bachelor,0.608688760529318,0.8431099565764026,0.32283777773130984,0.4554801723926418,0.6402192043670052,ChatGPT,0.6725104926087326,0.42242986594229703,0.04684733310986283,0.004107584916023699,0.17615356505196544,0.07370717719159192,0.8305478380158542,0.9787403032044808,0.9065922166452142,0.2058142068580271,0.9988790789932157,340,0.5401125241314673,0.07293083225695762
Sales Manager,Healthcare,141776,7,Bachelor,0.152652980000607,0.010607423370319391,0.16894409145158495,0.337041688488145,0.04024085841838032,None,0.5200932215357073,0.6413177325436292,-0.09166328423636422,0.29424595408101417,0.376589425480537,0.35524058674460635,0.06931060113419107,0.27152857568270994,0.7181497528442793,0.23896333350034893,0.2807795927760327,162,0.12061337443925568,0.9648930050352367
Customer Support,Marketing,129246,11,Bachelor,0.8305833251144513,0.8616571554970481,0.9416948315016594,0.5479463040706094,0.0689406122792201,AutoGPT,0.08484732993874233,0.19020598157290736,-0.022251975714897565,0.19573210831423404,0.2647685455048806,0.2503165710072536,0.4869644746373675,0.9666550152026187,0.03557898972783102,0.8490605719374437,0.6831264855353387,340,0.008339100004007838,0.9514173979083198
Nurse,Construction,172226,8,Master,0.35544946358047846,0.4512677953712668,0.3200048857613481,0.7735172522712942,0.7135270327045973,None,0.10782137762009658,0.7730466155703029,-0.06256927443081378,0.6037722575082837,0.6133656805404063,0.03685465208499017,0.23740693892834597,0.10481076770945463,0.5800442387287689,0.5825375066815764,0.4897359183944069,306,0.08894356194064812,0.3252767683489932
HR Specialist,Construction,124948,8,Master,0.2815538627281957,0.0040252788539707485,0.3339535232893899,0.6744612834443735,0.024420102643931352,None,0.29900886224401924,0.33056021043527384,0.14446166143625844,0.7561231699473627,0.7444420462105642,0.531466853959481,0.035797784970672764,0.793985150328963,0.4801262065756765,0.5414247570607634,0.12183389315580939,192,0.036150041950867684,0.7898694069333043
Consultant,Legal,51341,1,Bachelor,0.840888976711485,0.40164517721204185,0.8398580033995856,0.2944568927541171,0.5797650089005092,Gemini,0.2115222683689134,0.9321769949174092,-0.09699465809239777,0.49749849948377767,0.40209751294233276,0.9983329122213577,0.6172108582919306,0.43973817193175047,0.8591540762412417,0.08670003864341602,0.9589788815922061,78,0.40046888940728487,0.8725490536191707
Business Analyst,Retail,127554,1,Master,0.050144023071810206,0.18680084104503558,0.6477557612860042,0.5287410115397793,0.84040509844453,AutoGPT,0.9525309719079943,0.5118705302746079,-0.011901164871759767,0.18589902623585852,0.08984602683331999,0.8530074800795212,0.07617989296243399,0.1948169385007723,0.12278491174361172,0.6569447299460957,0.3357300072102234,228,0.3897501861724948,0.46474706778399055
Customer Support,Healthcare,137798,12,High School,0.3966087993343448,0.624400487472163,0.7101716074030013,0.8401261599122508,0.3799418084180286,AutoGPT,0.40981251865173207,0.8471265341297222,-0.02430598066593742,0.05796446358280316,0.026331961463967546,0.16889262189216891,0.12015923641919313,0.7874224906293557,0.5908440459065512,0.15588905189475266,0.6570169955491293,480,0.24161536530458372,0.22369710576036517
Data Analyst,Finance,76330,6,High School,0.3700035405750314,0.6793587899216466,0.6360018039889606,0.06820623474272547,0.04484043683991279,Gemini,0.876605438658752,0.6158925802966025,0.06434339789543828,0.3135340045778371,0.2180277068948584,0.884316008731641,0.08174509095386362,0.006980791391985819,0.3102800398272072,0.5217413582578817,0.7377070685142283,66,0.2154444596648596,0.12980482731078946
UX Designer,Manufacturing,117759,10,Master,0.28480037424955085,0.48752757040499983,0.9461962839485654,0.07829726698690476,0.7138474496287268,ChatGPT,0.8180796836662315,0.5546018437787377,-0.08590550831323873,0.8059633664947831,0.7324874359053992,0.45179348112181417,0.9750475525807055,0.3471402068784679,0.24561886699319124,0.5926354131556941,0.3947158303585232,476,0.39641991645840646,0.14082237142510357
Data Analyst,Education,116807,3,High School,0.911754332001477,0.04051952543966997,0.20700083155804516,0.5561700680497534,0.9296864524641508,ChatGPT,0.8125702727370949,0.6821301334851123,0.1026544429193155,0.41951353513596346,0.22155241330481412,0.27325054671107196,0.03923868994255453,0.6048573321692482,0.022535350388416808,0.8418761264911236,0.26073761945145046,12,0.08657357822274692,0.7969331547370067
Customer Support,Construction,63313,12,High School,0.7509283935167222,0.6561288043672019,0.9890392417557957,0.6391151283898032,0.7171713920582679,Midjourney,0.21570752514685154,0.8114911237077608,0.016630949176703907,0.2522511024935602,0.9109742621916883,0.6403058729006902,0.26975645489002376,0.23097024583633508,0.3322283638499698,0.8064470636097969,0.05890295431982051,401,0.21430912499521626,0.38441581502626276
Mechanic,Manufacturing,76900,0,Bachelor,0.06392316419193877,0.8420387836055212,0.8309561775565132,0.2114130157759041,0.5784472430027753,None,0.4473218130008154,0.6445075044097363,0.01319314269032379,0.020724777442939102,0.6516435092896226,0.21669481653859501,0.6519984794232339,0.332533395537425,0.39609588265199935,0.19010561266008352,0.9515644307662836,313,0.4056919048545585,0.6935076504505486
Electrician,Manufacturing,108840,7,Bachelor,0.7146874494349541,0.7203242773264015,0.5889725888763422,0.745220126691518,0.23002882987906004,ChatGPT,0.3179519916471395,0.7972406871917024,-0.0433025299044828,0.49606205224393995,0.8620896371661148,0.8796517867203983,0.8233832132365506,0.09145336417206484,0.44778670502109486,0.9161917403126614,0.5820811381633434,68,0.09482991424357867,0.5386934343853417
Customer Support,Tech,116072,1,Master,0.527299133128794,0.8299579189553186,0.662371624396249,0.6462633770407274,0.015375624044496994,Copilot,0.9704110038389198,0.190465164459513,0.022511691825789187,0.6848221081875158,0.3858147248085042,0.6241841920313103,0.6082035242971345,0.8532123279692465,0.7347216703536442,0.0027545329411916564,0.7164116183594544,378,0.8408136728046105,0.3946683804234553
Doctor,Retail,126367,13,Bachelor,0.9008678944015792,0.20050952355088747,0.6488258765006141,0.9232892682362864,0.6946721084790533,Midjourney,0.87674430129567,0.2775165403748011,-0.009026636166160756,0.19032946337490186,0.983549862523052,0.13602188177069485,0.9765017563540938,0.42216634488550486,0.4035424312194119,0.3301256210582132,0.4688521095905286,301,0.6760184979567729,0.12381573918426048
